      CASEID, YEAR, CAPPUN, GUNLAW, SEX, ABRAPE, CONFINAN, SATJOB
19751243,1975,1,2,1,1,1,0
19751244,1975,2,2,1,1,3,9
19751245,1975,1,2,1,1,2,1
19751246,1975,2,1,2,2,2,1
19751247,1975,2,1,2,2,1,2
19751248,1975,1,1,2,1,2,0
19751249,1975,1,1,1,1,1,0
19751250,1975,2,2,1,1,1,0
19751251,1975,8,1,2,1,1,2
19751252,1975,8,8,2,8,2,1
19751253,1975,1,1,2,1,1,2
19751254,1975,1,2,1,1,2,1
19751255,1975,2,2,1,2,2,0
19751256,1975,2,1,2,1,2,3
19751257,1975,2,1,2,1,2,1
19751258,1975,2,1,2,1,2,2
19751259,1975,1,1,1,1,8,1
19751260,1975,1,1,1,1,3,1
19751261,1975,2,1,2,1,1,2
19751262,1975,1,1,2,1,2,2
19751263,1975,2,2,1,1,1,1
19751264,1975,1,2,1,8,1,1
19751265,1975,2,2,1,1,3,2
19751266,1975,2,2,2,1,1,0
19751267,1975,1,1,2,2,1,2
19751268,1975,1,1,1,1,3,1
19751269,1975,8,2,1,1,8,1
19751270,1975,1,2,1,1,2,1
19751271,1975,2,1,2,2,2,4
19751272,1975,8,1,2,1,2,1
19751273,1975,2,1,1,8,2,3
19751274,1975,2,1,1,2,2,0
19751275,1975,2,1,2,2,2,2
19751276,1975,1,1,2,2,1,1
19751277,1975,1,1,1,1,2,2
19751278,1975,1,1,1,1,2,2
19751279,1975,1,1,1,1,2,2
19751280,1975,2,2,2,1,2,0
19751281,1975,1,1,2,1,1,1
19751282,1975,8,2,1,2,2,2
19751283,1975,1,1,1,1,1,1
19751284,1975,2,1,2,1,2,3
19751285,1975,2,1,2,1,2,3
19751286,1975,1,1,1,1,2,0
19751287,1975,2,1,2,1,2,2
19751288,1975,2,2,2,1,2,0
19751289,1975,1,1,2,1,2,2
19751290,1975,1,1,1,1,1,2
19751291,1975,2,1,1,2,3,0
19751292,1975,2,1,2,1,2,3
19751293,1975,2,1,2,1,2,1
19751294,1975,8,1,2,1,2,1
19751295,1975,1,1,1,1,1,1
19751296,1975,1,1,1,1,3,0
19751297,1975,1,1,2,1,2,1
19751298,1975,2,1,1,1,3,2
19751299,1975,2,1,2,2,2,2
19751300,1975,2,1,2,1,2,1
19751301,1975,2,2,2,1,1,9
19751302,1975,2,1,2,1,1,1
19751303,1975,8,2,1,1,2,2
19751304,1975,1,2,1,1,2,1
19751305,1975,2,1,1,8,2,1
19751306,1975,2,1,2,1,1,1
19751307,1975,2,1,2,1,1,1
19751308,1975,2,1,2,2,2,1
19751309,1975,1,2,1,2,2,2
19751310,1975,2,1,1,2,1,1
19751311,1975,2,2,1,1,2,1
19751312,1975,1,1,2,1,1,2
19751313,1975,2,2,1,1,2,2
19751314,1975,1,2,1,1,3,1
19751315,1975,8,1,2,1,1,3
19751316,1975,1,1,2,1,2,1
19751317,1975,2,1,1,1,1,1
19751318,1975,1,1,1,1,2,1
19751319,1975,2,1,2,8,2,3
19751320,1975,1,1,1,1,2,1
19751321,1975,1,1,2,1,2,1
19751322,1975,1,1,1,1,2,0
19751323,1975,1,1,1,1,1,1
19751324,1975,8,1,2,1,3,0
19751325,1975,1,1,2,1,1,1
19751326,1975,1,2,2,8,2,2
19751327,1975,1,1,1,1,3,1
19751328,1975,8,1,2,1,2,2
19751329,1975,1,1,1,1,2,2
19751330,1975,1,1,1,2,2,0
19751331,1975,1,1,2,1,2,1
19751332,1975,1,1,2,2,2,1
19751333,1975,1,1,2,8,1,1
19751334,1975,1,1,1,2,2,1
19751335,1975,8,1,1,1,1,2
19751336,1975,1,1,2,1,2,1
19751337,1975,1,1,2,1,1,1
19751338,1975,1,2,1,2,1,1
19751339,1975,1,2,1,1,2,2
19751340,1975,1,1,2,1,2,1
19751341,1975,2,1,2,1,3,1
19751342,1975,1,1,2,1,1,2
19751343,1975,1,2,2,1,2,1
19751344,1975,1,2,1,2,8,1
19751345,1975,2,2,1,1,2,1
19751346,1975,8,1,2,1,2,1
19751347,1975,1,1,1,1,8,1
19751348,1975,1,1,2,1,2,1
19751349,1975,2,1,2,1,2,3
19751350,1975,1,2,1,1,1,1
19751351,1975,1,1,2,1,1,1
19751352,1975,1,1,1,2,1,1
19751353,1975,1,2,1,1,3,0
19751354,1975,1,1,1,1,1,1
19751355,1975,2,1,2,2,2,2
19751356,1975,2,1,2,1,2,1
19751357,1975,2,1,2,1,2,1
19751358,1975,2,1,2,8,1,1
19751359,1975,1,1,1,1,2,1
19751360,1975,1,1,1,8,1,1
19751361,1975,1,1,2,8,8,1
19751362,1975,1,2,2,1,2,1
19751363,1975,1,2,1,1,2,2
19751364,1975,8,1,2,1,2,1
19751365,1975,2,2,1,1,1,2
19751366,1975,2,2,2,1,2,1
19751367,1975,1,2,2,1,1,2
19751368,1975,2,2,1,1,1,2
19751369,1975,1,2,1,1,1,0
19751370,1975,2,2,1,1,1,0
19751371,1975,2,1,2,1,2,2
19751372,1975,1,1,2,1,8,1
19751373,1975,8,1,1,1,2,1
19751374,1975,1,1,2,1,1,1
19751375,1975,8,1,1,1,2,1
19751376,1975,1,1,1,1,2,0
19751377,1975,1,1,1,1,1,1
19751378,1975,2,1,2,1,8,1
19751379,1975,1,1,2,2,1,1
19751380,1975,1,1,2,1,1,1
19751381,1975,1,2,1,1,2,0
19751382,1975,2,1,2,1,3,1
19751383,1975,1,1,2,1,2,2
19751384,1975,1,2,1,1,8,0
19751385,1975,1,1,2,1,2,2
19751386,1975,8,1,2,2,3,2
19751387,1975,2,1,1,1,3,0
19751388,1975,8,1,2,1,2,2
19751389,1975,1,1,1,1,1,0
19751390,1975,2,1,2,1,1,0
19751391,1975,1,1,1,1,2,1
19751392,1975,1,1,2,1,3,1
19751393,1975,1,1,2,8,1,1
19751394,1975,1,1,1,1,1,1
19751395,1975,1,1,1,1,1,0
19751396,1975,1,1,2,2,1,1
19751397,1975,1,1,2,2,2,2
19751398,1975,1,1,1,1,1,1
19751399,1975,1,1,2,1,1,2
19751400,1975,2,1,1,1,2,0
19751401,1975,1,2,1,1,2,2
19751402,1975,2,2,1,1,3,2
19751403,1975,1,1,2,1,3,1
19751404,1975,1,2,2,1,2,1
19751405,1975,1,2,1,1,2,0
19751406,1975,2,2,1,2,3,2
19751407,1975,2,1,2,1,2,4
19751408,1975,1,1,2,1,2,0
19751409,1975,1,1,1,1,2,2
19751410,1975,2,1,1,1,3,4
19751411,1975,2,1,2,2,2,1
19751412,1975,1,2,1,2,2,1
19751413,1975,1,1,2,1,2,2
19751414,1975,2,1,2,1,1,1
19751415,1975,1,1,1,2,1,1
19751416,1975,2,1,1,1,3,0
19751417,1975,1,1,2,1,2,1
19751418,1975,1,1,1,1,2,0
19751419,1975,2,2,1,1,3,0
19751420,1975,1,1,2,1,2,2
19751421,1975,1,2,2,1,2,0
19751422,1975,1,1,2,1,2,4
19751423,1975,1,1,2,1,2,1
19751424,1975,1,1,1,1,3,0
19751425,1975,1,2,1,1,2,0
19751426,1975,1,2,2,1,2,1
19751427,1975,1,2,1,2,1,1
19751428,1975,2,1,2,2,1,1
19751429,1975,2,1,1,2,3,1
19751430,1975,1,1,1,1,1,1
19751431,1975,1,1,2,1,2,3
19751432,1975,1,1,1,1,2,2
19751433,1975,8,2,2,1,2,2
19751434,1975,1,1,1,1,3,1
19751435,1975,1,2,1,1,3,1
19751436,1975,1,2,2,1,1,1
19751437,1975,2,2,2,2,2,1
19751438,1975,1,2,1,1,2,1
19751439,1975,1,2,1,2,2,2
19751440,1975,2,2,1,1,2,2
19751441,1975,2,2,1,2,3,3
19751442,1975,2,2,2,1,2,2
19751443,1975,2,1,2,2,2,1
19751444,1975,1,2,1,1,3,0
19751445,1975,2,1,1,2,1,0
19751446,1975,2,1,2,1,1,0
19751447,1975,1,1,1,1,2,0
19751448,1975,2,1,2,1,2,9
19751449,1975,1,1,2,1,2,2
19751450,1975,1,1,1,1,2,0
19751451,1975,1,1,1,2,1,0
19751452,1975,1,1,2,1,2,1
19751453,1975,1,1,2,1,3,1
19751454,1975,1,2,2,1,1,1
19751455,1975,1,1,1,2,3,3
19751456,1975,1,2,2,1,2,2
19751457,1975,1,1,2,1,1,3
19751458,1975,1,1,2,1,1,2
19751459,1975,2,1,1,1,2,2
19751460,1975,1,1,1,1,2,0
19751461,1975,1,1,1,1,2,2
19751462,1975,8,1,1,1,1,0
19751463,1975,1,1,2,1,2,1
19751464,1975,1,1,2,1,1,2
19751465,1975,1,1,2,2,1,1
19751466,1975,1,1,2,1,1,1
19751467,1975,1,1,2,1,2,1
19751468,1975,2,1,1,1,8,2
19751469,1975,1,2,1,1,1,2
19751470,1975,1,1,2,1,3,1
19751471,1975,8,1,2,1,1,2
19751472,1975,9,2,2,1,1,0
19751473,1975,2,1,1,1,1,0
19751474,1975,1,2,1,1,1,0
19751475,1975,1,1,1,2,2,0
19751476,1975,8,2,2,1,1,1
19751477,1975,1,1,1,1,2,1
19751478,1975,2,2,2,1,1,1
19751479,1975,2,1,2,1,1,3
19751480,1975,9,1,1,2,3,2
19751481,1975,1,1,2,1,2,0
19751482,1975,1,1,1,8,1,0
19751483,1975,2,1,1,2,1,0
19751484,1975,1,1,1,2,2,1
19751485,1975,1,1,2,1,2,3
19751486,1975,1,1,1,1,2,2
19751487,1975,1,1,2,1,3,2
19751488,1975,2,2,1,2,1,1
19751489,1975,1,2,1,1,1,0
19751490,1975,1,1,2,2,2,2
19751491,1975,1,1,2,1,2,2
19751492,1975,8,1,1,2,2,0
19751493,1975,8,1,1,1,2,0
19751494,1975,1,1,1,2,1,0
19751495,1975,1,1,2,1,2,3
19751496,1975,2,1,2,2,1,1
19751497,1975,1,2,2,2,2,1
19751498,1975,2,1,1,1,2,0
19751499,1975,2,1,2,8,1,1
19751500,1975,1,1,1,1,1,1
19751501,1975,2,2,2,2,1,1
19751502,1975,1,1,2,1,2,1
19751503,1975,1,1,1,2,2,0
19751504,1975,1,2,1,1,2,1
19751505,1975,1,1,1,1,2,1
19751506,1975,1,2,1,1,1,0
19751507,1975,1,1,1,2,3,0
19751508,1975,8,2,2,2,3,3
19751509,1975,2,1,2,1,2,2
19751510,1975,1,2,1,1,2,0
19751511,1975,2,1,2,1,2,1
19751512,1975,2,1,2,1,1,1
19751513,1975,2,1,2,2,3,2
19751514,1975,2,1,1,1,3,1
19751515,1975,1,1,1,8,2,0
19751516,1975,1,1,2,2,1,2
19751517,1975,1,2,1,1,1,1
19751518,1975,1,1,2,8,1,2
19751519,1975,1,1,2,2,1,1
19751520,1975,1,2,1,1,1,0
19751521,1975,1,1,2,1,1,1
19751522,1975,1,1,1,1,2,3
19751523,1975,1,1,2,2,2,1
19751524,1975,2,1,2,1,2,3
19751525,1975,1,1,1,1,2,1
19751526,1975,2,1,2,1,1,1
19751527,1975,2,1,2,1,1,1
19751528,1975,2,2,1,1,1,0
19751529,1975,1,1,2,1,1,3
19751530,1975,1,2,1,1,2,0
19751531,1975,1,1,2,1,1,2
19751532,1975,1,2,1,1,2,1
19751533,1975,8,1,1,2,2,1
19751534,1975,2,1,2,1,1,2
19751535,1975,1,1,2,1,3,2
19751536,1975,1,2,2,1,2,3
19751537,1975,1,2,1,1,2,1
19751538,1975,2,2,1,1,2,2
19751539,1975,1,2,1,1,2,1
19751540,1975,2,2,2,1,2,2
19751541,1975,1,1,1,1,1,1
19751542,1975,1,2,2,1,2,2
19751543,1975,1,8,1,1,2,3
19751544,1975,1,1,2,1,2,1
19751545,1975,2,1,2,1,2,1
19751546,1975,1,1,1,1,2,2
19751547,1975,1,1,2,1,2,0
19751548,1975,8,1,2,1,2,2
19751549,1975,1,1,2,1,2,1
19751550,1975,1,1,1,2,1,2
19751551,1975,2,2,2,1,1,1
19751552,1975,1,1,2,2,2,3
19751553,1975,1,2,1,1,3,4
19751554,1975,1,2,1,1,3,0
19751555,1975,1,1,1,1,1,1
19751556,1975,1,1,2,1,2,2
19751557,1975,1,1,2,1,2,2
19751558,1975,1,8,1,1,1,0
19751559,1975,1,1,2,1,1,2
19751560,1975,1,2,1,1,2,1
19751561,1975,1,1,1,2,3,0
19751562,1975,1,1,2,1,9,1
19751563,1975,2,2,2,2,1,1
19751564,1975,1,1,1,2,2,1
19751565,1975,2,2,2,8,2,4
19751566,1975,1,1,2,2,8,1
19751567,1975,1,2,2,1,2,1
19751568,1975,2,1,2,1,1,2
19751569,1975,1,2,1,1,3,2
19751570,1975,1,8,1,1,1,0
19751571,1975,1,1,1,2,1,0
19751572,1975,1,1,2,1,1,1
19751573,1975,1,1,1,1,1,0
19751574,1975,1,1,2,1,1,1
19751575,1975,1,1,2,1,3,1
19751576,1975,1,2,2,1,2,9
19751577,1975,2,1,1,1,2,8
19751578,1975,8,1,2,2,8,2
19751579,1975,8,1,1,2,3,0
19751580,1975,1,1,1,9,2,0
19751581,1975,1,1,1,1,1,0
19751582,1975,1,2,2,1,2,1
19751583,1975,1,1,2,1,1,3
19751584,1975,1,1,1,1,2,0
19751585,1975,1,1,1,1,2,0
19751586,1975,2,1,2,1,1,2
19751587,1975,1,2,2,1,1,3
19751588,1975,2,8,1,2,3,2
19751589,1975,2,1,1,1,2,1
19751590,1975,8,8,1,8,2,8
19751591,1975,1,1,2,1,1,2
19751592,1975,1,1,1,1,2,0
19751593,1975,8,1,2,1,1,1
19751594,1975,1,1,1,1,1,1
19751595,1975,1,2,2,1,1,2
19751596,1975,1,1,2,2,2,1
19751597,1975,1,1,1,1,2,0
19751598,1975,2,1,1,1,1,1
19751599,1975,2,1,2,2,2,1
19751600,1975,1,1,1,1,2,0
19751601,1975,1,2,2,1,2,1
19751602,1975,1,2,1,1,1,0
19751603,1975,8,8,2,1,1,1
19751604,1975,2,8,1,8,8,0
19751605,1975,1,1,2,1,1,3
19751606,1975,1,1,2,1,2,1
19751607,1975,2,1,2,2,1,2
19751608,1975,2,1,1,1,3,0
19751609,1975,1,1,2,1,1,1
19751610,1975,1,1,1,1,1,2
19751611,1975,1,1,1,1,2,2
19751612,1975,1,1,1,2,8,0
19751613,1975,2,1,1,1,2,0
19751614,1975,1,2,2,1,8,2
19751615,1975,2,1,2,1,8,0
19751616,1975,1,1,2,1,8,1
19751617,1975,1,1,2,1,2,1
19751618,1975,8,1,2,1,2,1
19751619,1975,2,1,1,1,2,0
19751620,1975,1,1,1,1,2,2
19751621,1975,2,1,2,1,2,2
19751622,1975,1,2,1,1,2,0
19751623,1975,1,1,2,2,2,2
19751624,1975,1,1,1,1,2,3
19751625,1975,1,1,1,1,2,0
19751626,1975,1,1,1,1,2,0
19751627,1975,1,2,1,1,1,2
19751628,1975,8,1,2,1,2,0
19751629,1975,1,2,1,1,3,0
19751630,1975,2,2,2,1,2,3
19751631,1975,2,1,1,2,1,1
19751632,1975,1,2,2,1,1,2
19751633,1975,1,1,2,2,2,2
19751634,1975,2,1,1,2,2,0
19751635,1975,1,1,2,2,1,2
19751636,1975,2,2,2,1,2,2
19751637,1975,2,1,2,1,1,1
19751638,1975,1,1,2,2,3,1
19751639,1975,2,1,1,1,1,0
19751640,1975,2,1,1,2,1,0
19751641,1975,2,2,2,1,2,2
19751642,1975,1,2,1,1,2,2
19751643,1975,1,2,1,1,2,2
19751644,1975,1,1,2,1,2,1
19751645,1975,1,1,1,1,2,1
19751646,1975,2,1,1,1,1,0
19751647,1975,2,1,1,1,2,1
19751648,1975,2,1,2,1,2,1
19751649,1975,2,1,2,1,2,4
19751650,1975,1,1,2,1,2,2
19751651,1975,1,1,2,1,1,1
19751652,1975,1,1,2,1,2,2
19751653,1975,1,1,2,1,2,1
19751654,1975,1,1,1,1,2,1
19751655,1975,1,1,1,1,2,0
19751656,1975,1,1,2,1,3,1
19751657,1975,1,1,2,1,2,2
19751658,1975,2,1,2,1,2,3
19751659,1975,1,1,1,1,2,0
19751660,1975,1,2,1,1,1,2
19751661,1975,1,1,2,1,2,2
19751662,1975,1,1,2,2,2,0
19751663,1975,1,1,2,1,2,0
19751664,1975,1,1,1,1,2,2
19751665,1975,1,1,1,1,3,1
19751666,1975,1,1,1,8,2,1
19751667,1975,1,1,2,1,1,2
19751668,1975,1,1,1,1,1,2
19751669,1975,1,1,2,2,1,1
19751670,1975,2,1,2,1,2,2
19751671,1975,1,1,2,1,2,1
19751672,1975,1,1,1,1,2,3
19751673,1975,1,1,1,1,2,1
19751674,1975,2,1,1,1,2,2
19751675,1975,1,2,2,1,1,1
19751676,1975,1,1,1,1,2,2
19751677,1975,1,1,2,1,2,1
19751678,1975,2,1,2,2,2,2
19751679,1975,1,1,1,1,2,0
19751680,1975,1,1,1,1,2,3
19751681,1975,2,1,2,8,2,2
19751682,1975,1,1,2,1,2,2
19751683,1975,1,1,1,1,1,0
19751684,1975,2,1,2,1,2,1
19751685,1975,1,1,1,1,1,0
19751686,1975,1,1,2,1,2,1
19751687,1975,1,1,1,1,2,1
19751688,1975,1,1,2,1,1,3
19751689,1975,2,1,2,1,2,2
19751690,1975,2,1,1,1,1,0
19751691,1975,1,1,1,1,1,1
19751692,1975,1,1,2,1,2,1
19751693,1975,2,1,2,1,2,0
19751694,1975,2,1,1,1,1,1
19751695,1975,2,1,2,1,2,2
19751696,1975,1,1,1,1,3,9
19751697,1975,1,2,2,1,1,1
19751698,1975,1,1,2,1,3,2
19751699,1975,1,1,1,1,1,1
19751700,1975,1,1,1,1,1,1
19751701,1975,2,2,2,1,2,0
19751702,1975,2,1,1,2,2,2
19751703,1975,1,1,2,1,2,3
19751704,1975,2,1,2,1,2,3
19751705,1975,2,1,1,1,2,1
19751706,1975,9,2,1,1,2,0
19751707,1975,2,1,2,1,2,2
19751708,1975,2,1,2,1,2,4
19751709,1975,1,1,2,1,2,4
19751710,1975,2,2,1,1,3,3
19751711,1975,1,1,1,1,2,0
19751712,1975,8,8,2,1,2,9
19751713,1975,8,1,2,1,2,1
19751714,1975,1,1,2,1,2,9
19751715,1975,1,2,1,1,3,1
19751716,1975,1,1,1,1,3,1
19751717,1975,1,1,1,2,2,1
19751718,1975,1,1,2,1,2,2
19751719,1975,1,1,2,2,2,2
19751720,1975,1,1,1,1,2,1
19751721,1975,1,1,2,1,3,2
19751722,1975,1,1,1,2,3,1
19751723,1975,1,1,1,1,1,2
19751724,1975,2,1,2,1,1,2
19751725,1975,2,1,2,1,1,1
19751726,1975,1,1,2,1,2,2
19751727,1975,1,1,2,2,2,2
19751728,1975,1,1,1,1,2,1
19751729,1975,1,1,1,1,1,0
19751730,1975,1,1,1,1,1,0
19751731,1975,1,1,1,1,2,0
19751732,1975,1,1,2,1,1,0
19751733,1975,2,1,2,1,2,0
19751734,1975,1,1,1,2,3,3
19751735,1975,2,1,2,2,2,1
19751736,1975,1,8,1,8,8,0
19751737,1975,2,1,2,1,1,1
19751738,1975,2,1,2,1,2,0
19751739,1975,8,1,1,1,2,2
19751740,1975,8,1,2,1,3,0
19751741,1975,2,1,2,1,1,1
19751742,1975,2,2,1,2,1,0
19751743,1975,1,2,2,1,1,0
19751744,1975,2,1,1,1,2,2
19751745,1975,1,2,1,1,2,2
19751746,1975,2,1,2,1,2,4
19751747,1975,1,8,2,2,3,2
19751748,1975,1,1,1,1,2,2
19751749,1975,2,2,2,1,3,2
19751750,1975,1,2,1,1,2,0
19751751,1975,2,1,2,1,2,1
19751752,1975,2,2,1,1,2,3
19751753,1975,2,1,2,1,1,1
19751754,1975,1,1,1,1,2,0
19751755,1975,1,1,1,2,2,3
1976   1,1976,1,1,2,1,2,1
1976   2,1976,1,1,2,1,2,2
1976   3,1976,1,1,1,1,1,1
1976   4,1976,1,1,1,1,1,1
1976   5,1976,1,1,1,1,3,1
1976   6,1976,8,1,2,2,2,0
1976   7,1976,1,1,1,2,2,2
1976   8,1976,2,1,1,1,2,2
1976   9,1976,1,1,2,1,2,2
1976  10,1976,1,1,1,1,2,2
1976  11,1976,2,1,2,1,1,2
1976  12,1976,2,1,2,1,2,1
1976  13,1976,2,1,2,1,1,1
1976  14,1976,1,1,1,1,1,1
1976  15,1976,1,2,2,1,1,2
1976  16,1976,1,2,1,8,3,2
1976  17,1976,2,2,2,1,2,1
1976  18,1976,1,1,1,1,1,2
1976  19,1976,1,1,2,1,2,4
1976  20,1976,2,1,2,1,1,4
1976  21,1976,1,1,2,1,1,0
1976  22,1976,1,2,2,1,2,3
1976  23,1976,1,1,2,2,2,1
1976  24,1976,1,9,2,1,3,2
1976  25,1976,1,1,2,2,2,1
1976  26,1976,8,1,2,8,2,2
1976  27,1976,1,1,1,1,2,0
1976  28,1976,1,1,2,1,3,0
1976  29,1976,1,1,2,1,3,4
1976  30,1976,1,1,1,1,2,2
1976  31,1976,1,1,2,2,2,1
1976  32,1976,1,1,2,2,1,1
1976  33,1976,1,1,2,1,2,1
1976  34,1976,1,1,2,1,2,0
1976  35,1976,2,1,2,1,2,1
1976  36,1976,2,2,1,1,2,1
1976  37,1976,1,2,1,1,3,1
1976  38,1976,1,1,2,1,1,1
1976  39,1976,1,2,1,1,1,1
1976  40,1976,1,2,1,2,1,0
1976  41,1976,2,1,2,1,2,1
1976  42,1976,1,1,2,1,2,1
1976  43,1976,1,1,2,1,1,1
1976  44,1976,1,1,1,1,2,1
1976  45,1976,1,1,2,1,1,2
1976  46,1976,1,2,1,1,2,2
1976  47,1976,1,2,2,1,2,2
1976  48,1976,2,1,1,2,2,1
1976  49,1976,1,1,2,1,2,2
1976  50,1976,1,1,1,1,3,2
1976  51,1976,1,1,2,1,1,1
1976  52,1976,2,1,2,1,8,2
1976  53,1976,2,2,1,1,3,0
1976  54,1976,1,1,2,1,1,2
1976  55,1976,2,1,2,1,2,3
1976  56,1976,2,1,2,1,2,2
1976  57,1976,1,2,1,1,2,2
1976  58,1976,1,1,2,1,1,2
1976  59,1976,1,2,1,2,1,1
1976  60,1976,2,1,2,2,1,1
1976  61,1976,1,1,2,2,1,3
1976  62,1976,1,2,1,1,3,2
1976  63,1976,1,1,2,1,1,1
1976  64,1976,1,2,1,1,2,1
1976  65,1976,1,2,2,1,1,2
1976  66,1976,1,1,2,1,2,3
1976  67,1976,1,1,2,1,1,1
1976  68,1976,1,1,2,2,2,1
1976  69,1976,1,2,1,1,2,3
1976  70,1976,1,1,1,2,1,2
1976  71,1976,1,1,1,1,2,2
1976  72,1976,1,1,1,1,2,2
1976  73,1976,2,1,2,1,3,1
1976  74,1976,2,1,1,2,1,0
1976  75,1976,2,1,2,1,2,3
1976  76,1976,2,2,1,2,3,0
1976  77,1976,2,1,1,1,1,0
1976  78,1976,1,1,1,1,2,1
1976  79,1976,8,2,1,8,8,0
1976  80,1976,2,1,2,1,1,2
1976  81,1976,8,1,2,8,2,3
1976  82,1976,1,1,1,1,1,1
1976  83,1976,1,1,1,1,2,0
1976  84,1976,2,1,2,1,2,1
1976  85,1976,1,1,2,1,1,2
1976  86,1976,2,1,1,1,1,2
1976  87,1976,1,8,1,1,2,2
1976  88,1976,1,1,1,1,2,0
1976  89,1976,1,1,2,1,2,1
1976  90,1976,2,1,2,1,2,2
1976  91,1976,1,1,2,1,2,2
1976  92,1976,1,1,2,1,1,2
1976  93,1976,1,1,2,1,2,1
1976  94,1976,8,1,1,1,1,0
1976  95,1976,1,2,2,1,3,2
1976  96,1976,1,1,2,1,8,9
1976  97,1976,1,2,1,1,2,0
1976  98,1976,1,1,2,1,2,1
1976  99,1976,1,2,2,1,3,3
1976 100,1976,2,2,2,1,3,1
1976 101,1976,2,1,1,1,2,0
1976 102,1976,1,1,2,1,2,1
1976 103,1976,2,1,1,1,2,0
1976 104,1976,2,1,2,1,8,3
1976 105,1976,2,1,2,1,2,2
1976 106,1976,2,1,2,1,2,2
1976 107,1976,2,2,2,1,2,1
1976 108,1976,1,2,1,1,1,0
1976 109,1976,1,2,1,1,2,2
1976 110,1976,2,2,2,8,8,2
1976 111,1976,1,1,1,2,2,1
1976 112,1976,1,1,2,2,1,1
1976 113,1976,1,2,1,1,1,1
1976 114,1976,1,1,1,1,1,2
1976 115,1976,1,2,2,1,2,3
1976 116,1976,1,2,1,1,1,2
1976 117,1976,1,2,2,1,2,1
1976 118,1976,2,1,1,1,1,1
1976 119,1976,1,1,1,2,1,4
1976 120,1976,2,1,2,1,2,2
1976 121,1976,1,2,2,1,2,1
1976 122,1976,2,1,2,1,1,1
1976 123,1976,8,2,2,1,1,1
1976 124,1976,1,1,2,8,2,2
1976 125,1976,1,1,1,1,1,0
1976 126,1976,1,1,1,1,2,0
1976 127,1976,2,1,2,1,2,1
1976 128,1976,8,1,2,1,1,1
1976 129,1976,1,1,2,1,2,2
1976 130,1976,2,1,2,8,1,0
1976 131,1976,1,1,1,1,3,3
1976 132,1976,1,1,2,1,2,1
1976 133,1976,1,1,1,1,2,1
1976 134,1976,1,1,2,1,2,9
1976 135,1976,2,1,2,1,2,2
1976 136,1976,2,1,2,8,8,1
1976 137,1976,1,2,1,1,2,1
1976 138,1976,1,1,1,1,2,3
1976 139,1976,2,1,1,1,2,0
1976 140,1976,1,1,2,1,1,1
1976 141,1976,2,1,2,2,3,0
1976 142,1976,1,1,1,1,2,2
1976 143,1976,2,1,1,2,2,2
1976 144,1976,1,2,1,2,3,0
1976 145,1976,2,1,2,2,3,1
1976 146,1976,2,2,1,1,1,0
1976 147,1976,2,1,1,1,3,3
1976 148,1976,1,1,1,1,2,2
1976 149,1976,1,2,2,1,2,1
1976 150,1976,1,1,1,1,1,0
1976 151,1976,1,2,1,2,1,1
1976 152,1976,1,1,2,1,1,3
1976 153,1976,1,1,2,1,1,1
1976 154,1976,1,1,1,2,3,0
1976 155,1976,1,1,2,2,2,3
1976 156,1976,2,2,2,1,2,0
1976 157,1976,1,1,2,1,1,1
1976 158,1976,1,1,1,1,2,1
1976 159,1976,2,1,2,2,1,1
1976 160,1976,1,1,1,2,1,1
1976 161,1976,1,1,2,1,9,1
1976 162,1976,1,1,1,2,2,0
1976 163,1976,1,2,1,2,2,2
1976 164,1976,1,2,2,1,3,3
1976 165,1976,1,1,2,1,2,3
1976 166,1976,2,1,2,1,1,1
1976 167,1976,1,8,1,1,1,1
1976 168,1976,2,1,2,1,1,2
1976 169,1976,1,1,2,1,9,1
1976 170,1976,1,1,2,1,1,1
1976 171,1976,1,1,2,2,2,2
1976 172,1976,1,1,2,1,1,2
1976 173,1976,2,1,2,2,1,2
1976 174,1976,1,1,2,1,1,1
1976 175,1976,2,1,2,1,1,1
1976 176,1976,2,2,2,2,2,2
1976 177,1976,1,1,1,1,3,0
1976 178,1976,2,1,2,1,1,1
1976 179,1976,8,1,2,1,2,8
1976 180,1976,2,2,2,2,2,1
1976 181,1976,1,2,1,1,2,2
1976 182,1976,2,2,2,2,2,0
1976 183,1976,1,1,1,1,3,1
1976 184,1976,1,1,2,1,2,3
1976 185,1976,1,1,1,1,2,0
1976 186,1976,1,1,2,1,2,2
1976 187,1976,1,1,2,1,2,2
1976 188,1976,1,1,2,1,1,1
1976 189,1976,1,1,1,1,2,9
1976 190,1976,1,1,1,1,2,1
1976 191,1976,8,1,2,1,2,1
1976 192,1976,1,1,2,2,3,1
1976 193,1976,8,1,2,2,2,0
1976 194,1976,1,8,2,2,2,0
1976 195,1976,1,2,1,1,2,2
1976 196,1976,2,1,2,1,1,1
1976 197,1976,2,1,2,1,2,1
1976 198,1976,2,1,2,1,1,0
1976 199,1976,1,1,2,2,9,0
1976 200,1976,1,1,2,1,2,4
1976 201,1976,2,1,2,2,1,2
1976 202,1976,2,1,2,1,1,2
1976 203,1976,1,1,1,1,1,1
1976 204,1976,8,8,2,1,2,1
1976 205,1976,1,2,1,2,2,4
1976 206,1976,1,2,2,1,2,1
1976 207,1976,2,2,1,1,1,2
1976 208,1976,2,1,2,1,1,1
1976 209,1976,2,1,1,2,2,2
1976 210,1976,1,2,2,1,1,2
