      CASEID, YEAR, CAPPUN, GUNLAW, SEX, ABRAPE, CONFINAN, SATJOB
19931433,1993,1,2,2,1,0,2
19931434,1993,1,1,1,2,1,0
19931435,1993,1,1,2,1,2,1
19931436,1993,2,0,2,0,1,9
19931437,1993,1,1,2,1,1,2
19931438,1993,1,0,2,0,2,1
19931439,1993,2,0,1,0,2,1
19931440,1993,1,1,1,8,0,1
19931441,1993,1,1,1,1,0,0
19931442,1993,2,2,1,1,0,0
19931443,1993,1,2,1,1,0,2
19931444,1993,1,1,2,1,2,2
19931445,1993,1,0,1,0,2,1
19931446,1993,1,0,2,0,2,0
19931447,1993,2,0,2,0,2,3
19931448,1993,1,0,2,0,2,1
19931449,1993,1,2,1,1,2,1
19931450,1993,1,0,2,0,3,0
19931451,1993,8,1,2,2,1,0
19931452,1993,2,1,2,1,0,0
19931453,1993,1,0,1,0,2,2
19931454,1993,1,1,1,1,0,2
19931455,1993,1,1,2,1,0,1
19931456,1993,1,1,2,2,0,2
19931457,1993,1,0,2,0,3,1
19931458,1993,2,0,2,0,1,0
19931459,1993,2,1,2,2,0,1
19931460,1993,2,1,2,1,0,0
19931461,1993,1,0,2,0,3,2
19931462,1993,1,1,2,1,0,2
19931463,1993,2,0,2,0,1,3
19931464,1993,1,1,2,1,2,0
19931465,1993,2,1,2,1,0,2
19931466,1993,1,1,2,1,2,3
19931467,1993,1,2,1,1,2,2
19931468,1993,1,1,1,1,2,2
19931469,1993,1,2,1,1,2,0
19931470,1993,8,1,1,1,2,2
19931471,1993,2,1,2,2,0,1
19931472,1993,1,0,1,0,1,2
19931473,1993,1,1,2,1,2,1
19931474,1993,1,1,1,1,3,2
19931475,1993,2,0,2,0,2,9
19931476,1993,1,0,1,0,2,1
19931477,1993,1,0,1,0,2,0
19931478,1993,1,2,2,1,1,1
19931479,1993,1,1,2,1,0,2
19931480,1993,1,0,1,0,2,2
19931481,1993,1,1,2,1,0,2
19931482,1993,1,1,1,1,0,2
19931483,1993,1,0,1,0,2,2
19931484,1993,1,1,2,1,1,0
19931485,1993,1,1,1,1,0,2
19931486,1993,1,0,2,0,2,1
19931487,1993,1,0,2,0,3,9
19931488,1993,1,0,1,0,2,0
19931489,1993,1,2,1,1,1,4
19931490,1993,1,1,2,1,2,1
19931491,1993,1,0,1,0,1,2
19931492,1993,1,1,2,1,2,2
19931493,1993,2,1,2,1,0,2
19931494,1993,2,0,2,0,2,9
19931495,1993,2,1,2,1,0,3
19931496,1993,1,1,2,1,2,4
19931497,1993,2,0,2,0,2,1
19931498,1993,1,1,2,2,2,1
19931499,1993,1,2,1,1,0,0
19931500,1993,1,1,2,2,1,2
19931501,1993,1,0,2,0,2,2
19931502,1993,1,2,1,2,0,2
19931503,1993,8,1,2,2,1,0
19931504,1993,1,1,2,1,0,1
19931505,1993,1,1,2,1,0,1
19931506,1993,8,0,2,0,8,0
19931507,1993,1,0,2,0,3,1
19931508,1993,1,8,1,2,1,1
19931509,1993,1,1,1,8,0,2
19931510,1993,1,1,1,1,2,1
19931511,1993,8,0,1,0,1,1
19931512,1993,1,1,2,1,0,2
19931513,1993,1,1,1,1,0,2
19931514,1993,1,1,2,1,0,3
19931515,1993,1,0,1,0,3,1
19931516,1993,1,8,1,2,2,0
19931517,1993,1,1,2,1,0,1
19931518,1993,1,0,1,0,2,1
19931519,1993,1,1,1,1,2,1
19931520,1993,2,0,2,0,1,1
19931521,1993,2,2,2,2,3,3
19931522,1993,1,2,2,1,0,0
19931523,1993,2,0,2,0,2,1
19931524,1993,2,0,2,0,2,1
19931525,1993,2,1,2,1,0,1
19931526,1993,1,1,2,1,2,3
19931527,1993,1,1,2,1,3,1
19931528,1993,1,1,1,1,3,2
19931529,1993,1,2,1,1,0,1
19931530,1993,2,1,1,1,3,1
19931531,1993,2,0,1,0,2,2
19931532,1993,2,1,2,1,1,2
19931533,1993,2,1,2,1,2,3
19931534,1993,2,2,2,2,0,2
19931535,1993,1,2,1,1,0,0
19931536,1993,1,0,2,0,2,2
19931537,1993,1,0,2,0,2,1
19931538,1993,1,1,1,1,1,0
19931539,1993,1,1,1,1,1,2
19931540,1993,1,1,2,2,0,1
19931541,1993,8,1,2,1,3,3
19931542,1993,1,0,2,0,2,1
19931543,1993,1,1,1,2,0,1
19931544,1993,1,1,2,2,0,2
19931545,1993,8,0,2,0,2,1
19931546,1993,1,1,2,2,0,1
19931547,1993,1,1,1,1,0,2
19931548,1993,1,1,1,1,2,2
19931549,1993,1,1,1,1,2,1
19931550,1993,1,0,2,0,3,1
19931551,1993,2,0,2,0,2,0
19931552,1993,8,1,1,1,0,2
19931553,1993,1,0,2,0,2,0
19931554,1993,1,2,1,1,2,0
19931555,1993,1,1,2,1,0,2
19931556,1993,8,0,2,0,2,2
19931557,1993,1,0,2,0,8,4
19931558,1993,2,0,1,0,1,2
19931559,1993,8,8,2,1,2,9
19931560,1993,1,1,2,1,1,2
19931561,1993,8,1,2,1,2,2
19931562,1993,1,1,1,1,0,3
19931563,1993,1,2,1,1,0,1
19931564,1993,1,2,1,1,2,0
19931565,1993,1,2,2,1,3,0
19931566,1993,2,8,2,1,0,2
19931567,1993,2,1,2,1,3,0
19931568,1993,1,1,1,1,0,1
19931569,1993,1,1,1,1,0,0
19931570,1993,1,0,1,0,2,0
19931571,1993,1,2,2,1,2,0
19931572,1993,1,0,2,0,3,2
19931573,1993,1,2,1,1,0,1
19931574,1993,2,1,2,1,1,0
19931575,1993,1,0,2,0,2,2
19931576,1993,2,0,1,0,3,0
19931577,1993,1,1,2,1,2,0
19931578,1993,1,0,2,0,2,1
19931579,1993,1,1,2,1,2,1
19931580,1993,1,1,2,2,0,2
19931581,1993,1,1,2,1,2,2
19931582,1993,2,0,1,0,1,0
19931583,1993,2,1,2,1,2,0
19931584,1993,1,0,1,0,3,0
19931585,1993,1,1,1,1,1,2
19931586,1993,1,1,2,1,0,1
19931587,1993,2,1,1,1,0,2
19931588,1993,1,2,1,1,0,0
19931589,1993,1,1,1,2,2,0
19931590,1993,1,1,1,1,0,0
19931591,1993,1,0,2,0,2,1
19931592,1993,1,0,1,0,2,1
19931593,1993,2,0,2,0,1,1
19931594,1993,1,1,2,1,0,3
19931595,1993,1,0,2,0,2,2
19931596,1993,1,0,2,0,2,2
19931597,1993,1,1,2,2,3,1
19931598,1993,1,1,2,1,3,2
19931599,1993,8,0,2,0,2,1
19931600,1993,1,0,2,0,2,2
19931601,1993,1,2,1,1,0,2
19931602,1993,1,1,1,1,3,2
19931603,1993,2,1,1,2,0,1
19931604,1993,1,2,1,1,2,1
19931605,1993,1,2,1,1,2,3
19931606,1993,1,0,2,0,3,9
1994   1,1994,2,0,2,0,3,2
1994   2,1994,1,0,1,0,3,1
1994   3,1994,1,1,2,8,0,1
1994   4,1994,1,0,1,0,2,2
1994   5,1994,2,9,2,1,2,2
1994   6,1994,2,1,2,1,0,4
1994   7,1994,2,1,2,1,0,2
1994   8,1994,2,0,1,0,1,1
1994   9,1994,8,1,2,1,0,3
1994  10,1994,1,1,2,1,2,1
1994  11,1994,2,0,2,0,2,2
1994  12,1994,2,0,2,0,1,1
1994  13,1994,1,0,1,0,2,1
1994  14,1994,2,1,1,1,1,2
1994  15,1994,1,1,1,1,0,2
1994  16,1994,2,1,2,1,0,3
1994  17,1994,1,0,2,0,1,2
1994  18,1994,8,1,2,1,0,1
1994  19,1994,1,1,1,1,0,0
1994  20,1994,2,1,1,1,0,2
1994  21,1994,2,1,1,1,0,1
1994  22,1994,8,1,1,8,3,2
1994  23,1994,1,1,1,1,0,1
1994  24,1994,1,2,1,1,1,0
1994  25,1994,8,0,1,0,3,2
1994  26,1994,1,1,1,2,0,1
1994  27,1994,1,0,2,0,1,0
1994  28,1994,1,0,2,0,1,1
1994  29,1994,1,1,2,1,0,2
1994  30,1994,1,1,2,1,0,2
1994  31,1994,1,0,2,0,2,9
1994  32,1994,1,0,1,0,1,2
1994  33,1994,2,1,2,2,0,2
1994  34,1994,1,0,2,0,3,3
1994  35,1994,1,1,2,1,0,2
1994  36,1994,1,1,2,1,2,1
1994  37,1994,1,1,1,1,0,2
1994  38,1994,1,1,1,1,2,0
1994  39,1994,1,1,2,1,2,1
1994  40,1994,1,0,1,0,2,1
1994  41,1994,1,0,2,0,2,1
1994  42,1994,2,0,2,0,2,1
1994  43,1994,1,1,2,1,0,1
1994  44,1994,1,1,2,1,2,0
1994  45,1994,2,1,2,1,1,2
1994  46,1994,1,1,2,1,0,3
1994  47,1994,1,1,2,1,0,1
1994  48,1994,1,1,1,1,0,0
1994  49,1994,2,0,2,0,2,2
1994  50,1994,2,1,2,1,3,4
1994  51,1994,1,1,2,1,3,1
1994  52,1994,1,0,1,0,2,2
1994  53,1994,1,1,1,8,0,0
1994  54,1994,1,1,2,1,0,2
1994  55,1994,1,0,2,0,2,1
1994  56,1994,2,1,1,1,3,1
1994  57,1994,1,0,1,0,2,2
1994  58,1994,1,1,1,1,0,2
1994  59,1994,1,0,2,0,2,1
1994  60,1994,1,2,1,1,0,1
1994  61,1994,1,1,1,1,0,2
1994  62,1994,1,1,2,1,0,2
1994  63,1994,2,1,2,1,0,2
1994  64,1994,2,1,1,8,1,0
1994  65,1994,2,1,1,1,8,0
1994  66,1994,1,1,1,1,0,2
1994  67,1994,8,0,2,0,1,1
1994  68,1994,1,1,2,1,0,1
1994  69,1994,2,0,2,0,3,4
1994  70,1994,1,0,1,0,1,0
1994  71,1994,8,1,2,1,1,9
1994  72,1994,1,1,2,1,9,2
1994  73,1994,1,2,1,2,1,2
1994  74,1994,1,0,2,0,2,9
1994  75,1994,2,0,2,0,1,2
1994  76,1994,1,1,2,1,1,2
1994  77,1994,1,1,1,8,2,0
1994  78,1994,1,1,1,1,0,3
1994  79,1994,2,1,1,1,0,2
1994  80,1994,1,1,1,1,0,0
1994  81,1994,1,1,2,1,0,1
1994  82,1994,2,1,2,1,0,4
1994  83,1994,1,1,1,1,0,0
1994  84,1994,1,2,1,1,1,1
1994  85,1994,2,0,1,0,2,2
1994  86,1994,2,1,2,1,3,1
1994  87,1994,1,1,2,1,2,2
1994  88,1994,1,0,1,0,2,0
1994  89,1994,1,0,2,0,2,1
1994  90,1994,1,1,2,2,2,3
1994  91,1994,1,1,2,1,2,2
1994  92,1994,1,1,2,1,2,0
1994  93,1994,2,1,1,1,1,1
1994  94,1994,1,1,2,1,0,1
1994  95,1994,2,0,2,0,2,3
1994  96,1994,1,0,1,0,2,2
1994  97,1994,1,0,2,0,1,9
1994  98,1994,1,0,2,0,2,1
1994  99,1994,1,0,2,0,2,2
1994 100,1994,2,1,2,1,2,1
1994 101,1994,2,1,2,1,3,2
1994 102,1994,1,1,2,1,2,2
1994 103,1994,8,0,2,0,3,1
1994 104,1994,1,1,2,2,0,1
1994 105,1994,1,2,2,1,1,2
1994 106,1994,8,0,2,0,2,3
1994 107,1994,8,2,2,1,1,2
1994 108,1994,8,0,2,0,3,2
1994 109,1994,2,1,2,2,0,1
1994 110,1994,1,0,2,0,2,0
1994 111,1994,8,0,1,0,2,0
1994 112,1994,2,1,1,1,0,0
1994 113,1994,8,1,1,1,2,1
1994 114,1994,1,0,1,0,3,3
1994 115,1994,1,1,1,1,0,2
1994 116,1994,1,1,1,1,1,1
1994 117,1994,2,1,1,1,0,1
1994 118,1994,1,1,1,8,0,1
1994 119,1994,1,1,2,1,3,9
1994 120,1994,1,1,1,1,0,4
1994 121,1994,1,1,1,2,0,1
1994 122,1994,2,1,2,1,2,2
1994 123,1994,1,0,1,0,2,4
1994 124,1994,1,0,2,0,2,1
1994 125,1994,1,1,1,1,2,3
1994 126,1994,1,0,1,0,2,1
1994 127,1994,1,0,1,0,2,2
1994 128,1994,2,1,1,1,2,1
1994 129,1994,1,1,2,1,0,1
1994 130,1994,2,1,2,1,3,2
1994 131,1994,2,1,1,8,0,0
1994 132,1994,1,1,1,1,0,2
1994 133,1994,2,1,1,1,3,2
1994 134,1994,1,1,2,1,2,1
1994 135,1994,2,1,2,1,0,2
1994 136,1994,2,2,1,2,0,2
1994 137,1994,1,1,2,1,2,2
1994 138,1994,1,0,1,0,2,2
1994 139,1994,9,1,1,1,2,1
1994 140,1994,1,1,2,1,0,0
1994 141,1994,1,0,2,0,3,1
1994 142,1994,1,0,2,0,2,2
1994 143,1994,1,1,1,1,2,2
1994 144,1994,1,1,1,1,3,2
1994 145,1994,2,0,2,0,2,1
1994 146,1994,1,1,2,1,1,0
1994 147,1994,1,1,2,1,0,1
1994 148,1994,2,2,1,1,0,1
1994 149,1994,2,1,1,1,2,2
1994 150,1994,2,1,2,1,0,2
1994 151,1994,1,1,2,1,1,1
1994 152,1994,1,1,2,1,0,2
1994 153,1994,1,0,1,0,2,1
1994 154,1994,2,0,1,0,2,1
1994 155,1994,2,1,1,1,0,2
1994 156,1994,1,1,1,2,0,2
1994 157,1994,1,1,2,1,2,1
1994 158,1994,1,0,1,0,2,1
1994 159,1994,1,0,1,0,1,3
1994 160,1994,1,0,2,0,3,2
1994 161,1994,2,1,1,1,2,0
1994 162,1994,8,1,1,8,3,1
1994 163,1994,1,1,2,1,0,2
1994 164,1994,1,1,1,8,1,2
1994 165,1994,8,2,1,2,0,2
1994 166,1994,8,1,2,1,3,1
1994 167,1994,2,0,2,0,2,1
1994 168,1994,1,1,1,1,0,0
1994 169,1994,8,1,1,8,0,2
1994 170,1994,1,0,2,0,2,0
1994 171,1994,1,1,2,1,0,1
1994 172,1994,1,2,2,1,2,2
1994 173,1994,1,1,1,1,3,1
1994 174,1994,1,1,2,1,0,3
1994 175,1994,2,1,2,2,0,1
1994 176,1994,2,1,2,2,2,1
1994 177,1994,2,1,2,1,3,3
1994 178,1994,1,0,2,0,2,1
1994 179,1994,1,1,1,1,1,1
1994 180,1994,2,1,1,1,2,3
1994 181,1994,2,1,1,1,0,1
1994 182,1994,2,0,2,0,2,0
1994 183,1994,1,1,2,1,0,3
1994 184,1994,2,1,2,1,0,1
1994 185,1994,1,1,2,1,0,0
1994 186,1994,1,0,1,0,2,0
1994 187,1994,2,1,1,1,0,1
1994 188,1994,1,0,1,0,2,1
1994 189,1994,1,0,2,0,2,2
1994 190,1994,2,2,1,1,2,3
1994 191,1994,1,2,2,2,2,9
1994 192,1994,1,0,2,0,2,2
1994 193,1994,2,1,1,2,0,3
1994 194,1994,1,1,2,1,0,2
1994 195,1994,1,0,1,0,3,0
1994 196,1994,1,1,1,1,0,1
1994 197,1994,8,1,1,8,1,1
1994 198,1994,1,1,2,2,0,2
1994 199,1994,1,2,1,1,2,3
1994 200,1994,1,1,2,1,0,1
1994 201,1994,1,0,2,0,1,1
1994 202,1994,1,0,1,0,2,2
1994 203,1994,1,2,2,1,3,1
1994 204,1994,1,1,1,1,0,2
1994 205,1994,2,0,1,0,2,2
1994 206,1994,2,2,2,1,0,2
1994 207,1994,1,0,1,0,3,0
1994 208,1994,1,2,2,1,0,1
1994 209,1994,1,1,2,1,2,1
1994 210,1994,2,1,2,1,0,2
1994 211,1994,2,0,2,0,3,0
1994 212,1994,1,2,1,1,2,1
1994 213,1994,1,0,1,0,3,1
1994 214,1994,1,1,1,1,2,0
1994 215,1994,1,0,2,0,3,1
1994 216,1994,1,2,2,1,3,8
1994 217,1994,1,0,1,0,3,0
1994 218,1994,1,1,2,1,0,2
1994 219,1994,1,0,2,0,2,1
1994 220,1994,2,1,1,1,0,1
1994 221,1994,1,0,2,0,2,2
1994 222,1994,1,9,1,1,3,0
1994 223,1994,1,0,2,0,3,1
1994 224,1994,1,0,2,0,2,2
1994 225,1994,1,1,1,1,0,1
1994 226,1994,1,1,2,1,2,0
1994 227,1994,1,1,2,1,2,1
1994 228,1994,1,2,2,1,2,2
1994 229,1994,2,0,2,0,2,3
1994 230,1994,1,0,2,0,2,3
1994 231,1994,1,1,2,2,0,3
1994 232,1994,1,0,1,0,3,2
1994 233,1994,1,1,2,1,0,3
1994 234,1994,1,0,1,0,2,0
1994 235,1994,1,0,1,0,2,1
1994 236,1994,2,1,2,1,2,1
1994 237,1994,1,1,1,1,0,3
1994 238,1994,2,1,2,1,3,2
1994 239,1994,1,1,2,1,0,1
1994 240,1994,1,1,2,1,2,2
1994 241,1994,1,1,2,1,2,0
1994 242,1994,1,1,2,1,2,2
1994 243,1994,8,1,2,1,2,2
1994 244,1994,1,1,2,2,0,1
1994 245,1994,1,0,2,0,2,2
1994 246,1994,1,0,2,0,2,9
1994 247,1994,1,1,2,1,0,1
1994 248,1994,1,1,1,1,2,1
1994 249,1994,1,1,2,1,2,2
1994 250,1994,1,1,2,1,0,4
1994 251,1994,1,0,1,0,2,1
1994 252,1994,1,1,1,1,0,0
1994 253,1994,2,0,1,0,2,2
1994 254,1994,1,1,1,1,1,0
1994 255,1994,1,1,2,1,0,2
1994 256,1994,1,1,1,1,2,1
1994 257,1994,1,1,2,1,0,1
1994 258,1994,1,2,1,1,3,0
1994 259,1994,1,0,2,0,2,2
1994 260,1994,1,1,2,2,3,1
1994 261,1994,8,0,2,0,2,1
1994 262,1994,1,0,1,0,1,0
1994 263,1994,8,0,2,0,2,1
1994 264,1994,8,0,1,0,2,2
1994 265,1994,1,1,2,1,2,2
1994 266,1994,1,0,1,0,3,1
1994 267,1994,1,0,1,0,2,0
1994 268,1994,1,1,1,1,0,1
1994 269,1994,1,1,2,1,2,1
1994 270,1994,8,1,2,1,2,4
1994 271,1994,1,1,2,1,0,1
1994 272,1994,1,1,2,1,2,2
1994 273,1994,2,1,2,1,2,2
1994 274,1994,1,0,1,0,2,2
1994 275,1994,1,1,2,1,0,1
1994 276,1994,1,1,2,1,2,1
1994 277,1994,1,1,2,1,0,2
1994 278,1994,2,0,1,0,2,2
1994 279,1994,1,0,2,0,2,1
1994 280,1994,2,1,2,1,2,2
1994 281,1994,8,1,2,2,0,2
1994 282,1994,2,0,2,0,1,2
1994 283,1994,1,1,2,1,0,0
1994 284,1994,2,2,1,1,0,2
1994 285,1994,1,1,1,1,2,2
1994 286,1994,2,1,1,1,1,0
1994 287,1994,1,0,1,0,2,1
1994 288,1994,2,0,2,0,2,0
1994 289,1994,1,0,1,0,2,2
1994 290,1994,1,1,1,1,0,4
1994 291,1994,1,1,1,1,0,1
1994 292,1994,2,1,1,1,0,0
1994 293,1994,1,1,2,1,3,2
1994 294,1994,1,0,2,0,2,2
1994 295,1994,8,2,2,2,3,0
1994 296,1994,2,1,2,1,1,2
1994 297,1994,1,1,1,1,1,0
1994 298,1994,1,0,1,0,1,1
1994 299,1994,1,1,1,1,2,0
1994 300,1994,1,1,1,1,2,0
1994 301,1994,1,0,1,0,3,1
1994 302,1994,8,0,2,0,1,1
1994 303,1994,1,1,2,1,2,2
1994 304,1994,1,1,2,2,3,1
1994 305,1994,1,0,2,0,3,2
1994 306,1994,1,0,2,0,2,2
1994 307,1994,1,0,1,0,1,1
1994 308,1994,1,1,1,1,0,0
1994 309,1994,9,2,1,1,0,1
1994 310,1994,1,2,1,1,1,3
1994 311,1994,1,2,2,1,1,1
1994 312,1994,2,0,2,0,3,3
1994 313,1994,1,1,1,1,2,1
1994 314,1994,1,0,2,0,3,1
1994 315,1994,1,2,2,1,0,2
1994 316,1994,1,0,2,0,3,2
1994 317,1994,1,1,2,1,0,0
1994 318,1994,1,1,2,1,3,0
1994 319,1994,9,0,1,0,9,9
1994 320,1994,1,0,1,0,2,1
1994 321,1994,1,1,2,2,2,2
1994 322,1994,1,1,2,1,0,0
1994 323,1994,2,2,1,1,0,1
1994 324,1994,1,0,1,0,2,1
1994 325,1994,1,2,2,1,1,3
1994 326,1994,2,0,2,0,2,0
1994 327,1994,1,1,1,1,1,2
1994 328,1994,1,1,1,2,1,1
1994 329,1994,1,1,2,1,0,2
1994 330,1994,1,1,2,1,3,1
1994 331,1994,1,0,2,0,3,0
1994 332,1994,1,1,1,1,3,1
1994 333,1994,1,1,2,1,0,0
1994 334,1994,1,1,1,1,0,2
1994 335,1994,1,0,1,0,3,3
1994 336,1994,1,1,2,1,0,0
1994 337,1994,2,0,2,0,2,2
1994 338,1994,2,1,1,1,0,2
1994 339,1994,2,1,2,1,1,2
1994 340,1994,8,1,1,1,3,0
1994 341,1994,1,1,2,1,0,2
1994 342,1994,8,1,1,1,3,0
1994 343,1994,1,8,2,1,1,2
1994 344,1994,2,1,1,1,0,9
1994 345,1994,1,1,2,1,2,1
1994 346,1994,1,1,2,1,0,1
1994 347,1994,2,1,1,1,0,2
1994 348,1994,2,1,1,1,0,0
1994 349,1994,1,0,2,0,3,1
1994 350,1994,1,0,1,0,3,4
1994 351,1994,1,0,2,0,3,0
1994 352,1994,1,1,1,1,0,2
1994 353,1994,1,1,2,1,0,0
1994 354,1994,1,1,2,2,0,0
1994 355,1994,1,0,1,0,3,4
1994 356,1994,1,1,1,1,3,2
1994 357,1994,1,1,2,1,3,2
1994 358,1994,1,0,1,0,3,1
1994 359,1994,1,0,2,0,2,0
1994 360,1994,8,1,1,1,3,2
1994 361,1994,9,9,1,9,0,0
1994 362,1994,1,1,2,1,0,1
1994 363,1994,1,0,1,0,2,2
1994 364,1994,2,1,2,1,2,0
1994 365,1994,2,1,2,1,0,2
1994 366,1994,1,1,2,1,3,2
1994 367,1994,1,0,2,0,2,1
1994 368,1994,1,1,1,1,2,1
1994 369,1994,1,0,1,0,2,1
1994 370,1994,2,1,2,1,0,1
1994 371,1994,1,0,1,0,2,2
1994 372,1994,1,0,1,0,2,1
1994 373,1994,2,1,1,1,0,1
1994 374,1994,1,1,1,1,0,1
1994 375,1994,2,0,1,0,2,1
1994 376,1994,1,1,2,1,3,1
1994 377,1994,1,2,1,1,3,1
1994 378,1994,1,1,2,1,0,3
1994 379,1994,1,0,1,0,3,4
1994 380,1994,1,0,1,0,2,2
1994 381,1994,1,1,2,1,0,2
1994 382,1994,1,2,1,1,3,1
1994 383,1994,1,1,2,1,0,0
1994 384,1994,1,1,2,1,0,2
1994 385,1994,1,0,2,0,2,1
1994 386,1994,1,0,1,0,2,1
1994 387,1994,1,0,2,0,2,1
1994 388,1994,1,1,1,1,0,2
1994 389,1994,1,1,2,1,2,2
1994 390,1994,1,1,1,2,0,1
1994 391,1994,1,0,2,0,2,1
1994 392,1994,1,2,1,1,2,2
1994 393,1994,1,1,1,1,0,0
1994 394,1994,2,1,2,1,0,1
1994 395,1994,1,0,2,0,3,1
1994 396,1994,1,1,2,2,2,9
1994 397,1994,1,1,1,1,0,1
1994 398,1994,1,1,1,1,2,2
1994 399,1994,2,1,2,1,3,2
1994 400,1994,1,1,1,1,2,2
1994 401,1994,8,8,1,1,3,0
1994 402,1994,8,0,2,0,3,3
1994 403,1994,1,1,2,2,0,3
1994 404,1994,8,0,2,0,2,2
1994 405,1994,1,0,2,0,3,2
1994 406,1994,8,1,1,2,1,1
1994 407,1994,1,1,1,1,2,2
1994 408,1994,2,1,1,1,0,4
1994 409,1994,1,1,1,1,3,3
1994 410,1994,2,1,2,1,0,0
1994 411,1994,8,1,2,2,0,3
1994 412,1994,1,0,1,0,1,0
1994 413,1994,2,0,1,0,2,2
1994 414,1994,1,1,2,1,3,2
1994 415,1994,1,1,1,1,2,2
1994 416,1994,1,1,2,1,2,1
1994 417,1994,2,1,1,1,2,4
1994 418,1994,1,1,1,1,1,1
1994 419,1994,1,1,2,1,0,2
1994 420,1994,2,2,2,1,3,2
1994 421,1994,2,0,2,0,3,3
1994 422,1994,2,8,2,1,2,9
1994 423,1994,1,0,2,0,2,4
1994 424,1994,1,0,2,0,3,0
1994 425,1994,1,1,2,1,0,2
1994 426,1994,1,1,2,2,0,0
1994 427,1994,1,1,2,1,0,2
1994 428,1994,8,1,2,1,0,2
1994 429,1994,1,1,1,1,0,2
1994 430,1994,1,2,1,1,2,2
1994 431,1994,1,0,2,0,3,0
1994 432,1994,2,1,1,1,3,0
1994 433,1994,1,0,1,0,2,0
1994 434,1994,1,1,2,1,2,2
1994 435,1994,1,2,1,1,0,1
1994 436,1994,1,2,1,1,0,4
1994 437,1994,2,1,1,1,3,2
1994 438,1994,1,2,2,1,0,2
1994 439,1994,2,1,2,1,0,1
1994 440,1994,1,2,1,1,2,3
1994 441,1994,1,1,2,2,2,1
1994 442,1994,1,1,2,1,0,2
1994 443,1994,1,2,1,1,0,2
1994 444,1994,1,1,1,1,0,0
1994 445,1994,1,2,2,1,0,3
1994 446,1994,1,1,1,2,3,2
1994 447,1994,1,1,2,1,2,2
1994 448,1994,1,1,2,1,3,0
1994 449,1994,1,2,1,1,0,2
1994 450,1994,1,0,1,0,2,4
1994 451,1994,1,2,1,2,0,1
1994 452,1994,8,2,1,1,3,3
1994 453,1994,1,1,1,1,0,0
1994 454,1994,1,1,1,8,2,2
1994 455,1994,1,0,2,0,3,0
1994 456,1994,1,0,1,0,1,1
1994 457,1994,1,0,2,0,2,2
1994 458,1994,2,1,2,1,2,1
1994 459,1994,1,2,2,1,0,1
1994 460,1994,1,1,2,1,2,1
1994 461,1994,1,1,1,1,2,0
1994 462,1994,1,1,1,1,2,1
1994 463,1994,1,0,2,0,2,1
1994 464,1994,1,1,1,1,2,1
1994 465,1994,1,0,2,0,2,1
1994 466,1994,1,0,2,0,2,0
1994 467,1994,1,1,2,1,0,2
1994 468,1994,1,0,2,0,2,2
1994 469,1994,1,1,1,1,0,1
1994 470,1994,1,1,1,1,0,2
1994 471,1994,1,1,2,1,1,9
1994 472,1994,1,1,1,1,1,0
1994 473,1994,1,1,2,1,0,1
1994 474,1994,2,1,2,1,1,2
1994 475,1994,1,0,2,0,2,9
1994 476,1994,2,0,2,0,2,2
1994 477,1994,1,0,1,0,2,1
1994 478,1994,8,1,1,1,2,1
1994 479,1994,1,0,1,0,2,2
1994 480,1994,1,1,2,8,0,1
1994 481,1994,2,1,1,1,2,0
1994 482,1994,2,1,1,1,2,2
1994 483,1994,1,1,2,1,0,1
1994 484,1994,1,0,1,0,2,3
1994 485,1994,1,0,1,0,2,1
1994 486,1994,1,1,2,1,0,2
1994 487,1994,1,0,1,0,2,0
1994 488,1994,1,0,1,0,3,2
1994 489,1994,1,1,2,1,0,1
1994 490,1994,1,1,1,2,2,0
1994 491,1994,1,1,1,1,0,1
1994 492,1994,1,1,2,1,2,1
1994 493,1994,1,0,1,0,2,0
1994 494,1994,1,1,2,1,2,2
1994 495,1994,1,1,2,1,0,2
1994 496,1994,1,1,1,1,0,2
1994 497,1994,1,0,2,0,2,1
1994 498,1994,1,1,2,1,3,1
1994 499,1994,8,0,2,0,2,0
1994 500,1994,2,1,1,2,2,0
1994 501,1994,1,1,2,1,2,2
1994 502,1994,2,1,1,2,0,3
1994 503,1994,2,1,2,1,0,2
1994 504,1994,2,1,1,2,0,1
1994 505,1994,2,0,2,0,2,1
1994 506,1994,2,1,2,2,0,1
1994 507,1994,2,0,2,0,2,3
1994 508,1994,2,1,1,2,2,3
1994 509,1994,1,0,2,0,2,2
1994 510,1994,8,1,2,8,1,2
1994 511,1994,1,1,2,1,0,3
1994 512,1994,1,1,1,1,2,1
1994 513,1994,1,0,2,0,1,1
1994 514,1994,1,0,2,0,2,1
1994 515,1994,1,1,2,1,0,1
1994 516,1994,1,1,1,1,0,3
1994 517,1994,1,2,1,1,2,0
1994 518,1994,1,1,2,1,1,0
1994 519,1994,1,0,2,0,1,2
1994 520,1994,1,1,2,1,2,2
1994 521,1994,2,1,2,2,0,3
1994 522,1994,1,1,1,1,3,2
1994 523,1994,1,1,2,1,2,2
1994 524,1994,1,0,1,0,2,1
1994 525,1994,2,1,2,1,0,2
1994 526,1994,1,2,2,1,0,1
1994 527,1994,1,1,2,1,0,2
1994 528,1994,1,2,2,1,0,1
1994 529,1994,1,2,1,2,2,1
1994 530,1994,1,1,2,1,0,1
1994 531,1994,1,2,1,8,0,1
1994 532,1994,2,0,2,0,2,2
